제목,작가,날짜,링크,유료,성인,미리보기,카테고리,장르,키워드,공,수,엔딩,AI제안장르,AI제안키워드,AI제안공,AI제안수,AI제안엔딩,요약,본문추출,AI원본응답,AI신뢰도,AI처리일시,정리메모,시리즈,시리즈명,시리즈회차,연재상태,상태근거,시리즈열통일,시리즈열통일메모,장르키워드5개제한,장르키워드5개제한메모
인터뷰 00년 00월 호,터넛,2025-12-16,https://www.postype.com/@tternut/post/21116867,X,X,"터넛 2025. 12. 16.  ·  행복해버리기 인터뷰 00년 00월 호 따듯한 햇살이 창을 통해 들어오는 가을이 시작된 어느 오후, 두 남자가 스튜디오를 찾았다. 오랜 시간 함",글,"리얼물, 첫사랑물","첫사랑, 달달물, 일상물, 비밀연애",다정공,다정수,,,"밴드, 인터뷰",,,,데뷔 10주년을 맞이한 밴드 멤버 승협과 회승의 인터뷰와 첫사랑 이야기,"밴드 엔플라잉 리더 이승협, 노래하는 유회승, 첫사랑이었던 거 같아요","{""id"":""141"",""category"":""글"",""genres"":[""현대물"",""리얼물"",""첫사랑물""],""keywords"":[""첫사랑"",""달달물"",""일상물"",""비밀연애""],""top"":[""다정공""],""bottom"":[""다정수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""밴드"",""인터뷰""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""데뷔 10주년을 맞이한 밴드 멤버 승협과 회승의 인터뷰와 첫사랑 이야기"",""evidence"":""밴드 엔플라잉 리더 이승협, 노래하는 유회승, 첫사랑이었던 거 같아요"",""confidence"":0.9,""note"":""본문 일부 기준 분류""}",0.9,2026-06-14 21:48,,,,,,,,,Y,"장르 현대물 제거: 현대물, 리얼물, 첫사랑물 -> 리얼물, 첫사랑물"
환승연애,lily,2025-12-14,https://www.postype.com/@19921995/post/21099177,X,X,"lily 2025. 12. 14.  ·  무정형 구독 환승연애 나오는 거 보고 싶어서 쓴 혚쾌 完 맞춤법, 오타, 띄어쓰기 주의보고 싶은 것 위주얼렁뚱땅 주의 그리고 이번엔 승협이",글,재회물,"재회, 오해, 상처, 후회, 질투","후회공, 상처공","상처수, 후회수",오픈엔딩,예능AU,환승연애,,,,예능 프로그램 환승연애에 출연한 전 연인 승협과 회승의 감정선,환승연애 나오는 거 보고 싶어서 쓴 혚쾌 完,"{""id"":""142"",""category"":""글"",""genres"":[""현대물"",""재회물""],""keywords"":[""재회"",""오해"",""상처"",""후회"",""질투""],""top"":[""후회공""],""bottom"":[""상처수"",""후회수""],""ending"":[""오픈엔딩""],""suggested_genres"":[""예능AU""],""suggested_keywords"":[""환승연애""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""예능 프로그램 환승연애에 출연한 전 연인 승협과 회승의 감정선"",""evidence"":""환승연애 나오는 거 보고 싶어서 쓴 혚쾌 完"",""confidence"":0.9,""note"":""본문 일부 기준 분류""}",0.9,2026-06-14 21:48,keyword: 환승연애,Y,환승연애,,연재중,반복제목,Y,"공: 후회공 -> 후회공, 상처공",Y,"장르 현대물 제거: 현대물, 재회물 -> 재회물 / 키워드 5개 제한: 재회, 오해, 상처, 후회, 질투, 환승연애 -> 재회, 오해, 상처, 후회, 질투"
환승연애,lily,2025-12-11,https://www.postype.com/@19921995/post/21085085,X,X,"lily 2025. 12. 11.  ·  무정형 구독 환승연애 나오는 거 보고 싶어서 쓴 혚쾌 2 맞춤법, 띄어쓰기, 오타 주의보고 싶은 것 위주환연을 제대로 본 적은 없어서 잘 ",글,재회물,"재회, 오해, 상처, 후회, 질투","후회공, 상처공","상처수, 후회수",,예능AU,환승연애,,,,환승연애 프로그램 속에서 서로를 신경 쓰는 승협과 회승의 이야기,환승연애 나오는 거 보고 싶어서 쓴 혚쾌 2,"{""id"":""143"",""category"":""글"",""genres"":[""현대물"",""재회물""],""keywords"":[""재회"",""오해"",""상처"",""질투""],""top"":[""상처공""],""bottom"":[""상처수""],""ending"":[],""suggested_genres"":[""예능AU""],""suggested_keywords"":[""환승연애""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""환승연애 프로그램 속에서 서로를 신경 쓰는 승협과 회승의 이야기"",""evidence"":""환승연애 나오는 거 보고 싶어서 쓴 혚쾌 2"",""confidence"":0.9,""note"":""본문 일부 기준 분류""}",0.9,2026-06-14 21:48,keyword: 환승연애,Y,환승연애,,연재중,반복제목,Y,"키워드: 재회, 오해, 상처, 질투, 환승연애 -> 재회, 오해, 상처, 후회, 질투, 환승연애 / 공: 상처공 -> 후회공, 상처공 / 수: 상처수 -> 상처수, 후회수",Y,"장르 현대물 제거: 현대물, 재회물 -> 재회물 / 키워드 5개 제한: 재회, 오해, 상처, 후회, 질투, 환승연애 -> 재회, 오해, 상처, 후회, 질투"
환승연애,lily,2025-12-10,https://www.postype.com/@19921995/post/21078704,X,X,"lily 2025. 12. 10.  ·  무정형 구독 환승연애 나오는 거 보고 싶어서 쓴 혚쾌 1 썰맞춤법, 띄어쓰기 주의보고 싶은 것 위주 협은 작곡가, 쾌는 가수. 먼저 나간다",글,재회물,"재회, 오해, 상처, 후회, 질투","후회공, 상처공","상처수, 후회수",,예능AU,환승연애,,,,10년 장기 연애 후 헤어진 승협과 회승이 환승연애에 출연하는 이야기,환승연애 나오는 거 보고 싶어서 쓴 혚쾌 1,"{""id"":""144"",""category"":""글"",""genres"":[""현대물"",""재회물""],""keywords"":[""재회"",""오해"",""상처"",""질투""],""top"":[""상처공""],""bottom"":[""상처수""],""ending"":[],""suggested_genres"":[""예능AU""],""suggested_keywords"":[""환승연애""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""10년 장기 연애 후 헤어진 승협과 회승이 환승연애에 출연하는 이야기"",""evidence"":""환승연애 나오는 거 보고 싶어서 쓴 혚쾌 1"",""confidence"":0.9,""note"":""본문 일부 기준 분류""}",0.9,2026-06-14 21:48,keyword: 환승연애,Y,환승연애,,연재중,반복제목,Y,"키워드: 재회, 오해, 상처, 질투, 환승연애 -> 재회, 오해, 상처, 후회, 질투, 환승연애 / 공: 상처공 -> 후회공, 상처공 / 수: 상처수 -> 상처수, 후회수",Y,"장르 현대물 제거: 현대물, 재회물 -> 재회물 / 키워드 5개 제한: 재회, 오해, 상처, 후회, 질투, 환승연애 -> 재회, 오해, 상처, 후회, 질투"
우ㅇF합,이오,2025-11-27,https://www.postype.com/@92x954ever/post/20985524,X,O,이오 2025. 11. 27.  ·  때를 놓친 사랑은 재난일 뿐이다 우ㅇF합 비계 백업..... 급한 마음에 일단 수정없이 복붙만..... I hate 일론머스크 성인 혚쾌 조회,글,현대물,,,,,,,,,,성인 인증이 필요한 혚쾌 비계 백업 글,"비계 백업, 성인 혚쾌","{""id"":""145"",""category"":""글"",""genres"":[""현대물""],""keywords"":[],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""성인 인증이 필요한 혚쾌 비계 백업 글"",""evidence"":""비계 백업, 성인 혚쾌"",""confidence"":0.7,""note"":""정보 부족으로 최소 분류""}",0.7,2026-06-14 21:48,,,,,,,,,,
"[혚쾌] 미지수 X, 정상의 종말",사이,2025-11-23,https://www.postype.com/@42shhs/post/20955536,X,X,"사이 2025. 11. 23.  ·  해가 뜨지 않을 때까지 [혚쾌] 미지수 X, 정상의 종말 2025 혚쾌 합작 참여작 2000년이 오면 컴퓨터가 미쳐버릴 거라고 했다. 1999",글,"학원물, 시대물, 첫사랑물","학원물, 첫사랑, 짝사랑, 나이차",다정공,"순진수, 단정수",,,"과외, 세기말, 밀레니엄버그",,,,1999년 세기말 지구 종말을 걱정하는 고3 회승과 과외 선생님 승협의 만남,"1999년에서 2000년으로 넘어가는 순간, 과외, 이승협이라고 해","{""id"":""146"",""category"":""글"",""genres"":[""현대물"",""학원물"",""시대물""],""keywords"":[""학원물"",""첫사랑""],""top"":[""다정공""],""bottom"":[""순진수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""과외"",""세기말"",""밀레니엄버그""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""1999년 세기말 지구 종말을 걱정하는 고3 회승과 과외 선생님 승협의 만남"",""evidence"":""1999년에서 2000년으로 넘어가는 순간, 과외, 이승협이라고 해"",""confidence"":0.9,""note"":""본문 일부 기준 분류""}",0.9,2026-06-14 21:48,,Y,"미지수 X, 정상의 종말",,연재중,반복제목,Y,"장르: 현대물, 학원물, 시대물 -> 현대물, 학원물, 시대물, 첫사랑물 / 키워드: 학원물, 첫사랑 -> 학원물, 첫사랑, 짝사랑, 나이차 / 수: 순진수 -> 순진수, 단정수",Y,"장르 현대물 제거: 현대물, 학원물, 시대물, 첫사랑물 -> 학원물, 시대물, 첫사랑물"
Brake-free 下,이오,2025-11-22,https://www.postype.com/@92x954ever/post/20852231,X,O,이오 2025. 11. 22.  ·  때를 놓친 사랑은 재난일 뿐이다 Brake-free 下 F1 드라이버 혚 X 메카닉 쾌 *영어 문틈 새로 들어온 회승의 뒤로 문이 무거운 소리,글,"스포츠물, 첫사랑물","상처, 첫사랑, 짝사랑, 사고","상처공, 까칠공","능력수, 다정수, 짝사랑수",,"F1, 전문직물","드라이버, 메카닉",,,,F1 드라이버 승협과 메카닉 회승의 이야기,F1 드라이버 혚 X 메카닉 쾌,"{""id"":""147"",""category"":""글"",""genres"":[""현대물"",""스포츠물""],""keywords"":[],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[""F1"",""전문직물""],""suggested_keywords"":[""드라이버"",""메카닉""],""suggested_top"":[],""suggested_bottom"":[],""suggested_ending"":[],""summary"":""F1 드라이버 승협과 메카닉 회승의 이야기"",""evidence"":""F1 드라이버 혚 X 메카닉 쾌"",""confidence"":0.85,""note"":""미리보기 기준 분류""}",0.85,2026-06-14 21:48,,Y,Brake-free,下,완결,하편표기,Y,"장르: 현대물, 스포츠물 -> 현대물, 스포츠물, 첫사랑물 / 키워드: (빈칸) -> 상처, 첫사랑, 짝사랑, 사고 / 공: (빈칸) -> 상처공, 까칠공 / 수: (빈칸) -> 능력수, 다정수, 짝사랑수",Y,"장르 현대물 제거: 현대물, 스포츠물, 첫사랑물 -> 스포츠물, 첫사랑물"
혚쾌,입수,2025-11-18,https://www.postype.com/@gggggobugi/post/20922939,X,X,입수 2025. 11. 18.  ·  끌페를해볼까 구독 혚쾌 나 안아 사건 혚쾌 끌페스 조회 314 9 4 0 헉…! 너무 좋아하는 영상인데 그림으로 보니 더 좋아요 🥹❤️ 마싯따,그림,"리얼물, 일상물",일상물,,,,,"팬아트, 실존인물모티브",,,,실제 사건을 바탕으로 한 혚쾌 팬아트 그림,그림으로 보니 더 좋아요,"{""id"":""148"",""category"":""그림"",""genres"":[""리얼물"",""일상물""],""keywords"":[""일상물""],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""팬아트"",""실존인물모티브""],""summary"":""실제 사건을 바탕으로 한 혚쾌 팬아트 그림"",""evidence"":""그림으로 보니 더 좋아요"",""confidence"":0.85,""note"":""미리보기 및 태그 기준 분류""}",0.85,2026-06-14 21:49,,Y,혚쾌,,연재중,반복제목,,,,
혚쾌,입수,2025-11-18,https://www.postype.com/@gggggobugi/post/20919180,X,X,입수 2025. 11. 18.  ·  끌페를해볼까 구독 혚쾌 키스 그냥 키스합니다 혚쾌 끌페스 조회 279 7 0 0,그림,리얼물,달달물,,,,,"팬아트, 키스",,,,혚쾌 커플이 키스하는 모습을 담은 그림,그냥 키스합니다,"{""id"":""149"",""category"":""그림"",""genres"":[""리얼물""],""keywords"":[""달달물""],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""팬아트"",""키스""],""summary"":""혚쾌 커플이 키스하는 모습을 담은 그림"",""evidence"":""그냥 키스합니다"",""confidence"":0.85,""note"":""미리보기 기준 분류""}",0.85,2026-06-14 21:49,,Y,혚쾌,,연재중,반복제목,,,,
Brake-free 中,이오,2025-11-09,https://www.postype.com/@92x954ever/post/20605922,X,X,이오 2025. 11. 9.  ·  때를 놓친 사랑은 재난일 뿐이다 Brake-free 中 F1 드라이버 혚 X 메카닉 쾌 *영어 승협이 가지고 있는 아버지에 대한 최초의 기억. ,글,"스포츠물, 첫사랑물","상처, 첫사랑, 짝사랑, 사고","상처공, 까칠공","능력수, 다정수, 짝사랑수",,,"F1, 메카닉",,,,F1 드라이버 승협과 메카닉 회승의 이야기,F1 드라이버 혚 X 메카닉 쾌,"{""id"":""150"",""category"":""글"",""genres"":[""현대물"",""스포츠물""],""keywords"":[""상처""],""top"":[""상처공"",""까칠공""],""bottom"":[""능력수"",""다정수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""F1"",""메카닉""],""summary"":""F1 드라이버 승협과 메카닉 회승의 이야기"",""evidence"":""F1 드라이버 혚 X 메카닉 쾌"",""confidence"":0.95,""note"":""본문 일부 기준 분류""}",0.95,2026-06-14 21:49,,Y,Brake-free,中,완결,하편표기,Y,"장르: 현대물, 스포츠물 -> 현대물, 스포츠물, 첫사랑물 / 키워드: 상처 -> 상처, 첫사랑, 짝사랑, 사고 / 수: 능력수, 다정수 -> 능력수, 다정수, 짝사랑수",Y,"장르 현대물 제거: 현대물, 스포츠물, 첫사랑물 -> 스포츠물, 첫사랑물"
생일 선물로 (안) 주문하신 토끼 나왔습니다,이오,2025-11-01,https://www.postype.com/@92x954ever/post/20791986,X,O,이오 2025. 11. 1.  ·  때를 놓친 사랑은 재난일 뿐이다 생일 선물로 (안) 주문하신 토끼 나왔습니다 조금 늦었지만 우리 연상 HBD ~! 🎊 성인 혚쾌 조회 1.4천 ,글,현대물,달달물,,,,,생일기념,,,,연상의 생일을 축하하는 성인 인증 혚쾌 단편 소설,우리 연상 HBD ~! 🎊 성인 혚쾌,"{""id"":""151"",""category"":""글"",""genres"":[""현대물""],""keywords"":[""달달물""],""top"":[],""bottom"":[],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""생일기념""],""summary"":""연상의 생일을 축하하는 성인 인증 혚쾌 단편 소설"",""evidence"":""우리 연상 HBD ~! 🎊 성인 혚쾌"",""confidence"":0.9,""note"":""미리보기 기준 분류""}",0.9,2026-06-14 21:49,,,,,,,,,,
첫사랑을 돌려줘! 外,이오,2025-10-28,https://www.postype.com/@92x954ever/post/20768815,X,X,"이오 2025. 10. 28.  ·  때를 놓친 사랑은 재난일 뿐이다 첫사랑을 돌려줘! 外 세기말 혚쾌 1. 사실은 ""야, 이승협. 구석에서 심각한 척 뭐해."" ""밀지마라. 여기가",글,"시대물, 학원물, 첫사랑물","첫사랑, 학원물, 소꿉친구, 짝사랑, 외전","짝사랑공, 순정공","단정수, 무심수",,레트로,세기말,,,,세기말 배경의 고등학생 승협과 회승의 첫사랑 이야기 외전,"세기말 혚쾌, 첫사랑을 돌려줘! 外","{""id"":""153"",""category"":""글"",""genres"":[""시대물"",""학원물"",""첫사랑물""],""keywords"":[""첫사랑"",""학원물"",""소꿉친구"",""짝사랑"",""외전""],""top"":[""짝사랑공"",""순정공""],""bottom"":[""단정수"",""무심수""],""ending"":[],""suggested_genres"":[""레트로""],""suggested_keywords"":[""세기말""],""summary"":""세기말 배경의 고등학생 승협과 회승의 첫사랑 이야기 외전"",""evidence"":""세기말 혚쾌, 첫사랑을 돌려줘! 外"",""confidence"":0.95,""note"":""본문 일부 기준 분류""}",0.95,2026-06-14 21:49,,,,,,,,,,
구제불능,hq_collab,2025-10-28,https://www.postype.com/@hq-collab9295/post/20766051,X,X,"hq_collab 2025. 10. 28.  ·  혚쾌합작: 浪漫主義報 [낭ː만 주ː의보] 구제불능 펜타 ㅣ 자유 [승협이형❤] 오전 02:28발신전화, 5분 28초 회승은 화면을",글,"혐관물, 학원물","짝사랑, 혐관, 사고, 후회","헤테로공, 후회공","짝사랑수, 상처수",,캠퍼스물,취중고백,,,,고백 거절 후 관계가 틀어진 승협과 회승의 캠퍼스 로맨스,"그 놈의 헤테로가 뭐라고, 연락하지 마세요","{""id"":""154"",""category"":""글"",""genres"":[""현대물"",""혐관물""],""keywords"":[""짝사랑"",""혐관"",""사고"",""후회""],""top"":[""헤테로공"",""후회공""],""bottom"":[""짝사랑수"",""상처수""],""ending"":[],""suggested_genres"":[""캠퍼스물""],""suggested_keywords"":[""취중고백""],""summary"":""고백 거절 후 관계가 틀어진 승협과 회승의 캠퍼스 로맨스"",""evidence"":""그 놈의 헤테로가 뭐라고, 연락하지 마세요"",""confidence"":0.95,""note"":""본문 일부 기준 분류""}",0.95,2026-06-14 21:49,genre: 학원물,,,,,,,,Y,"장르 현대물 제거: 현대물, 혐관물, 학원물 -> 혐관물, 학원물"
지상의 아가미,hq_collab,2025-10-28,https://www.postype.com/@hq-collab9295/post/20757109,X,X,"hq_collab 2025. 10. 28.  ·  혚쾌합작: 浪漫主義報 [낭ː만 주ː의보] 지상의 아가미 익명 ㅣ 바다, 영원 https://youtu.be/SDnpEqK7EBQ?",글,"판타지, 피폐물, 수인물","피폐, 집착, 구원, 죽음","상처공, 순정공","잔망수, 굴림수",,,"인어, 식인, 농인",,,,농인 승협과 식인 인어 회승의 잔혹하고 피폐한 구원 이야기,"식인 인어에게 식량을 주기 시작한 것, 인어 회승","{""id"":""155"",""category"":""글"",""genres"":[""판타지"",""피폐물"",""수인물""],""keywords"":[""피폐"",""집착"",""구원"",""죽음""],""top"":[""상처공"",""순정공""],""bottom"":[""잔망수"",""굴림수""],""ending"":[],""suggested_genres"":[],""suggested_keywords"":[""인어"",""식인"",""농인""],""summary"":""농인 승협과 식인 인어 회승의 잔혹하고 피폐한 구원 이야기"",""evidence"":""식인 인어에게 식량을 주기 시작한 것, 인어 회승"",""confidence"":0.95,""note"":""본문 일부 기준 분류""}",0.95,2026-06-14 21:49,,,,,,,,,,
